vote_id,bioguide,member_name,party,state,chamber,congress,bill_number,bill_title,vote_date,true_label,predicted_label,reasoning,prompt_tokens,completion_tokens,n_tweets_raw,n_tweets_used,competitiveness,had_bill_summary,retrieval_method,mean_similarity,timestamp,freshman,n_past_votes
house_116_1st_554,S001208,Slotkin (D-MI),D,MI,house,116,H R 3722,Joint Task Force to Combat Opioid Trafficking Act,2019-09-27,Yea,Yea,party_prior baseline: 22420/22546 Yea (99.4%) across prior votes by this party in this chamber/congress,0,0,,,unanimous,,,,2026-08-17T09:45:41.237844+00:00,freshman,25
house_119_2nd_87,S001213,Steil,R,WI,house,119,H R 7744,"Department of Homeland Security Appropriations Act, 2026",2026-03-05,Yea,Yea,party_prior baseline: 34736/36445 Yea (95.3%) across prior votes by this party in this chamber/congress,0,0,,,contested,,,,2026-08-17T09:45:41.237864+00:00,veteran,25
house_117_2nd_70,C001116,Clyde,R,GA,house,117,H R 6968,Suspending Energy Imports from Russia Act,2022-03-09,Yea,Yea,party_prior baseline: 18500/32022 Yea (57.8%) across prior votes by this party in this chamber/congress,0,0,,,unanimous,,,,2026-08-17T09:45:41.237885+00:00,freshman,25
senate_113_1_160,C001071,Corker (R-TN),R,TN,senate,113,To strengthen border security and enforcement.,Motion to Invoke Cloture on Leahy Amdt. No. 1183 As Modified,2013-06-24,Yea,Nay,party_prior baseline: 281/744 Yea (37.8%) across prior votes by this party in this chamber/congress,0,0,,,contested,,,,2026-08-17T09:45:41.237905+00:00,veteran,25
house_115_1st_692,D000627,Demings,D,FL,house,115,H R 1,Tax Cuts and Jobs Act,2017-12-19,Nay,Nay,party_prior baseline: 13583/28435 Yea (47.8%) across prior votes by this party in this chamber/congress,0,0,,,contested,,,,2026-08-17T09:45:41.237925+00:00,freshman,25
house_116_1st_134,L000570,Lujan (D-NM),D,NM,house,116,H R 7,Paycheck Fairness Act,2019-03-27,Yea,Yea,party_prior baseline: 10867/10904 Yea (99.7%) across prior votes by this party in this chamber/congress,0,0,,,contested,,,,2026-08-17T09:45:41.237945+00:00,veteran,25
house_116_1st_46,C001063,Cuellar,D,TX,house,116,H J RES 28,"Making further continuing appropriations for fiscal year 2019, and for other purposes",2019-01-23,Yea,Yea,party_prior baseline: 4551/4551 Yea (100.0%) across prior votes by this party in this chamber/congress,0,0,,,contested,,,,2026-08-17T09:45:41.237965+00:00,veteran,25
house_114_1st_544,C001063,Cuellar,D,TX,house,114,H R 538,Native American Energy Act,2015-10-08,Yea,Nay,party_prior baseline: 9491/19826 Yea (47.9%) across prior votes by this party in this chamber/congress,0,0,,,contested,,,,2026-08-17T09:45:41.237985+00:00,veteran,25
house_119_1st_145,M001208,McBath,D,GA,house,119,H R 1,One Big Beautiful Act,2025-05-22,Nay,Yea,party_prior baseline: 8335/14925 Yea (55.8%) across prior votes by this party in this chamber/congress,0,0,,,contested,,,,2026-08-17T09:45:41.238005+00:00,veteran,25
house_116_1st_612,L000563,Lipinski,D,IL,house,116,H R 3537,Veteran Entrepreneurship Training Act,2019-11-13,Yea,Yea,party_prior baseline: 25102/25236 Yea (99.5%) across prior votes by this party in this chamber/congress,0,0,,,unanimous,,,,2026-08-17T09:45:41.238025+00:00,veteran,25
house_112_1st_815,F000449,Fortenberry,R,NE,house,112,H R 674,To amend the Internal Revenue Code of 1986 to repeal the imposition of 3 percent withholding on certain payments made to vendors by government entities,2011-10-27,Yea,Yea,party_prior baseline: 20341/21743 Yea (93.6%) across prior votes by this party in this chamber/congress,0,0,,,unanimous,,,,2026-08-17T09:45:41.238045+00:00,veteran,25
senate_112_2_87,L000174,Leahy (D-VT),D,VT,senate,112,A bill to reauthorize the Violence Against Women Act of 1994.,S. 1925 as Amended,2012-04-26,Yea,Yea,party_prior baseline: 3000/3414 Yea (87.9%) across prior votes by this party in this chamber/congress,0,0,,,contested,,,,2026-08-17T09:45:41.238065+00:00,veteran,25
house_117_2nd_503,M001163,Matsui,D,CA,house,117,H R 7946,Veteran Service Recognition Act,2022-12-06,Yea,Yea,party_prior baseline: 62699/63319 Yea (99.0%) across prior votes by this party in this chamber/congress,0,0,,,contested,,,,2026-08-17T09:45:41.238084+00:00,veteran,25
senate_114_1_260,I000024,Inhofe (R-OK),R,OK,senate,114,"An act to authorize funds for Federal-aid highways, highway safety programs, and",H.R. 22 As Amended,2015-07-30,Yea,Yea,party_prior baseline: 1984/2307 Yea (86.0%) across prior votes by this party in this chamber/congress,0,0,,,contested,,,,2026-08-17T09:45:41.238104+00:00,veteran,25
house_117_2nd_145,B001309,Burchett,R,TN,house,117,H R 7691,"Additional Ukraine Supplemental Appropriations Act, 2022",2022-05-10,Nay,Yea,party_prior baseline: 21551/36750 Yea (58.6%) across prior votes by this party in this chamber/congress,0,0,,,unanimous,,,,2026-08-17T09:45:41.238124+00:00,veteran,25
senate_116_1_49,K000393,Kennedy (R-LA),R,LA,senate,116,A joint resolution relating to a national emergency declared by the President on,H.J. Res. 46,2019-03-14,Nay,Yea,party_prior baseline: 909/1085 Yea (83.8%) across prior votes by this party in this chamber/congress,0,0,,,contested,,,,2026-08-17T09:45:41.238144+00:00,veteran,25
house_119_2nd_65,J000288,Johnson (GA),D,GA,house,119,H J RES 72,"Relating to a national emergency by the President on February 1, 2025",2026-02-11,Yea,Nay,party_prior baseline: 13633/33231 Yea (41.0%) across prior votes by this party in this chamber/congress,0,0,,,contested,,,,2026-08-17T09:45:41.238164+00:00,veteran,25
house_118_1st_124,H001058,Huizenga,R,MI,house,118,H J RES 30,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Labor relating to “Prudence and Loyalty in Selecting Plan Investments and Exercising Shareholder Rights”",2023-02-28,Yea,Yea,party_prior baseline: 3037/3063 Yea (99.2%) across prior votes by this party in this chamber/congress,0,0,,,contested,,,,2026-08-17T09:45:41.238184+00:00,veteran,25
house_115_1st_23,T000470,Tipton,R,CO,house,115,H R 26,Regulations from the Executive in Need of Scrutiny Act of 2017,2017-01-05,Yea,Yea,party_prior baseline: 234/234 Yea (100.0%) across prior votes by this party in this chamber/congress,0,0,,,contested,,,,2026-08-17T09:45:41.238203+00:00,veteran,25
house_116_2nd_86,C001053,Cole,R,OK,house,116,H R 6074,"Coronavirus Preparedness and Response Supplemental Appropriations Act, 2020",2020-03-04,Yea,Nay,party_prior baseline: 12458/26936 Yea (46.3%) across prior votes by this party in this chamber/congress,0,0,,,unanimous,,,,2026-08-17T09:45:41.238223+00:00,veteran,25
senate_116_1_398,C001098,Cruz (R-TX),R,TX,senate,116,An original bill to authorize appropriations for fiscal year 2020 for military a,Motion to Invoke Cloture: Conference Report to Accompany S. 1790,2019-12-16,Yea,Yea,party_prior baseline: 8755/9857 Yea (88.8%) across prior votes by this party in this chamber/congress,0,0,,,unanimous,,,,2026-08-17T09:45:41.238243+00:00,veteran,25
house_115_1st_307,R000576,Ruppersberger,D,MD,house,115,S 1094,Department of Veterans Affairs Accountability and Whistleblower Protection Act,2017-06-13,Yea,Nay,party_prior baseline: 7272/15013 Yea (48.4%) across prior votes by this party in this chamber/congress,0,0,,,unanimous,,,,2026-08-17T09:45:41.238263+00:00,veteran,25
senate_119_1_535,K000377,Kelly (D-AZ),D,AZ,senate,119,"A bill making continuing appropriations and extensions for fiscal year 2026, and","Upon Reconsideration, H.R. 5371",2025-09-30,Nay,Nay,party_prior baseline: 976/7665 Yea (12.7%) across prior votes by this party in this chamber/congress,0,0,,,contested,,,,2026-08-17T09:45:41.238282+00:00,veteran,25
house_117_2nd_128,S001213,Steil,R,WI,house,117,H R 7372,Protecting Semiconductor Supply Chain Materials from Authoritarians Act,2022-04-27,Yea,Yea,party_prior baseline: 20661/35718 Yea (57.8%) across prior votes by this party in this chamber/congress,0,0,,,unanimous,,,,2026-08-17T09:45:41.238302+00:00,veteran,25
house_116_1st_214,B001282,Barr,R,KY,house,116,H R 987,MORE Health Education Act,2019-05-16,Nay,Yea,party_prior baseline: 6986/12164 Yea (57.4%) across prior votes by this party in this chamber/congress,0,0,,,contested,,,,2026-08-17T09:45:41.238322+00:00,veteran,25
senate_116_2_66,L000174,Leahy (D-VT),D,VT,senate,116,A bill making emergency supplemental appropriations for the fiscal year ending S,H.R. 6074,2020-03-05,Yea,Yea,party_prior baseline: 4753/9401 Yea (50.6%) across prior votes by this party in this chamber/congress,0,0,,,unanimous,,,,2026-08-17T09:45:41.238341+00:00,veteran,25
senate_112_2_196,G000359,Graham (R-SC),R,SC,senate,112,"A bill to provide limitations on United States assistance, and for other purpose",S. 3576,2012-09-22,Nay,Yea,party_prior baseline: 1935/3719 Yea (52.0%) across prior votes by this party in this chamber/congress,0,0,,,unanimous,,,,2026-08-17T09:45:41.238361+00:00,veteran,25
senate_114_2_151,M001111,Murray (D-WA),D,WA,senate,114,A bill making appropriations for the Legislative Branch for the fiscal year endi,H.R. 5325 As Amended,2016-09-28,Yea,Yea,party_prior baseline: 3282/5516 Yea (59.5%) across prior votes by this party in this chamber/congress,0,0,,,contested,,,,2026-08-17T09:45:41.238381+00:00,veteran,25
senate_114_2_4,C001070,Casey (D-PA),D,PA,senate,114,A bill to require that supplemental certifications and background investigations,Motion to Invoke Cloture on the Motion to Proceed to H.R. 4038,2016-01-20,Nay,Yea,party_prior baseline: 1661/2944 Yea (56.4%) across prior votes by this party in this chamber/congress,0,0,,,contested,,,,2026-08-17T09:45:41.238400+00:00,veteran,25
house_118_1st_199,C001129,Collins,R,GA,house,118,H R 2811,"Limit, Save, Grow Act",2023-04-26,Yea,Yea,party_prior baseline: 5805/5877 Yea (98.8%) across prior votes by this party in this chamber/congress,0,0,,,contested,,,,2026-08-17T09:45:41.238420+00:00,freshman,25
house_116_1st_408,P000523,Price (NC),D,NC,house,116,H R 3055,"Making appropriations for the Departments of Commerce and Justice, Science, and Related Agencies for the fiscal year ending September 30, 2020, and for other purposes",2019-06-25,Yea,Yea,party_prior baseline: 16750/16805 Yea (99.7%) across prior votes by this party in this chamber/congress,0,0,,,contested,,,,2026-08-17T09:45:41.238440+00:00,veteran,25
house_116_1st_46,G000592,Golden (ME),D,ME,house,116,H J RES 28,"Making further continuing appropriations for fiscal year 2019, and for other purposes",2019-01-23,Yea,Yea,party_prior baseline: 4551/4551 Yea (100.0%) across prior votes by this party in this chamber/congress,0,0,,,contested,,,,2026-08-17T09:45:41.238459+00:00,freshman,19
senate_113_2_250,M000639,Menendez (D-NJ),D,NJ,senate,113,A bill making emergency supplemental appropriations for the fiscal year ending S,Motion to Invoke Cloture on the Motion to Proceed to S. 2648,2014-07-30,Yea,Yea,party_prior baseline: 8794/8968 Yea (98.1%) across prior votes by this party in this chamber/congress,0,0,,,contested,,,,2026-08-17T09:45:41.238479+00:00,veteran,25
house_116_1st_39,D000628,Dunn (FL),R,FL,house,116,H R 268,"Making supplemental appropriations for the fiscal year ending September 30, 2019, and for other purposes",2019-01-16,Nay,Yea,party_prior baseline: 1341/2681 Yea (50.0%) across prior votes by this party in this chamber/congress,0,0,,,contested,,,,2026-08-17T09:45:41.238499+00:00,veteran,25
house_114_2nd_399,S001192,Stewart,R,UT,house,114,S 524,Comprehensive Addiction and Recovery Act of 2016,2016-07-08,Yea,Yea,party_prior baseline: 48277/50299 Yea (96.0%) across prior votes by this party in this chamber/congress,0,0,,,unanimous,,,,2026-08-17T09:45:41.238518+00:00,veteran,25
house_116_2nd_238,G000377,Granger,R,TX,house,116,H R 6395,William M. (Mac) Thornberry National Defense Authorization Act,2020-12-08,Yea,Nay,party_prior baseline: 14355/32832 Yea (43.7%) across prior votes by this party in this chamber/congress,0,0,,,unanimous,,,,2026-08-17T09:45:41.238538+00:00,veteran,25
senate_116_1_10,S000320,Shelby (R-AL),R,AL,senate,116,Of a perfecting nature.,Motion to Invoke Cloture on the Schumer Amdt. No. 6,2019-01-24,Nay,Yea,party_prior baseline: 60/104 Yea (57.7%) across prior votes by this party in this chamber/congress,0,0,,,contested,,,,2026-08-17T09:45:41.238557+00:00,veteran,25
house_116_2nd_182,D000631,Dean (PA),D,PA,house,116,H R 8015,Delivering for America Act,2020-08-22,Yea,Yea,party_prior baseline: 36261/36773 Yea (98.6%) across prior votes by this party in this chamber/congress,0,0,,,contested,,,,2026-08-17T09:45:41.238577+00:00,freshman,25
house_118_2nd_247,R000609,Rutherford,R,FL,house,118,H R 8580,"Military Construction, Veterans Affairs, and Related Agencies Appropriations Act, 2025",2024-06-05,Yea,Yea,party_prior baseline: 31770/34096 Yea (93.2%) across prior votes by this party in this chamber/congress,0,0,,,contested,,,,2026-08-17T09:45:41.238597+00:00,veteran,25
senate_112_2_248,C000174,Carper (D-DE),D,DE,senate,112,An act making appropriations for disaster relief for the fiscal year ending Sept,H.R. 1 as Amended,2012-12-28,Yea,Yea,party_prior baseline: 4238/4757 Yea (89.1%) across prior votes by this party in this chamber/congress,0,0,,,contested,,,,2026-08-17T09:45:41.238616+00:00,veteran,25
house_116_1st_23,C001103,Carter (GA),R,GA,house,116,H R 267,"Making appropriations for the Department of Transportation, and Housing and Urban Development, and related agencies for the fiscal year ending September 30, 2019, and for other purposes",2019-01-10,Nay,Nay,party_prior baseline: 565/1166 Yea (48.5%) across prior votes by this party in this chamber/congress,0,0,,,contested,,,,2026-08-17T09:45:41.238636+00:00,veteran,25
house_119_1st_145,M001163,Matsui,D,CA,house,119,H R 1,One Big Beautiful Act,2025-05-22,Nay,Yea,party_prior baseline: 8335/14925 Yea (55.8%) across prior votes by this party in this chamber/congress,0,0,,,contested,,,,2026-08-17T09:45:41.238656+00:00,veteran,25
house_115_1st_307,R000609,Rutherford,R,FL,house,115,S 1094,Department of Veterans Affairs Accountability and Whistleblower Protection Act,2017-06-13,Yea,Yea,party_prior baseline: 18430/18730 Yea (98.4%) across prior votes by this party in this chamber/congress,0,0,,,unanimous,,,,2026-08-17T09:45:41.238675+00:00,freshman,25
senate_112_2_230,S000148,Schumer (D-NY),D,NY,senate,112,In the nature of a substitute.,Motion to Invoke Cloture on the Reid Amdt. No. 3395,2012-12-21,Yea,Yea,party_prior baseline: 4158/4658 Yea (89.3%) across prior votes by this party in this chamber/congress,0,0,,,unanimous,,,,2026-08-17T09:45:41.238695+00:00,veteran,25
house_116_2nd_182,S001207,Sherrill,D,NJ,house,116,H R 8015,Delivering for America Act,2020-08-22,Yea,Yea,party_prior baseline: 36261/36773 Yea (98.6%) across prior votes by this party in this chamber/congress,0,0,,,contested,,,,2026-08-17T09:45:41.238715+00:00,freshman,25
senate_119_1_556,D000618,Daines (R-MT),R,MT,senate,119,A joint resolution providing for congressional disapproval under chapter 8 of ti,H. J. Res. 105,2025-10-08,Yea,Yea,party_prior baseline: 9126/9465 Yea (96.4%) across prior votes by this party in this chamber/congress,0,0,,,contested,,,,2026-08-17T09:45:41.238734+00:00,veteran,25
house_117_2nd_245,C001108,Comer,R,KY,house,117,H R 7910,Protecting Our Kids Act,2022-06-08,Nay,Yea,party_prior baseline: 27255/44321 Yea (61.5%) across prior votes by this party in this chamber/congress,0,0,,,contested,,,,2026-08-17T09:45:41.238754+00:00,veteran,25
senate_116_1_9,D000563,Durbin (D-IL),D,IL,senate,116,Of a perfecting nature.,Motion Invoke Cloture on the Shelby Amdt. No. 5,2019-01-24,Nay,Yea,party_prior baseline: 45/45 Yea (100.0%) across prior votes by this party in this chamber/congress,0,0,,,contested,,,,2026-08-17T09:45:41.238773+00:00,veteran,25
senate_116_1_261,T000464,Tester (D-MT),D,MT,senate,116,"A bill to amend the Balanced Budget and Emergency Deficit Control Act of 1985, t",Motion to Invoke Cloture: H.R. 3877,2019-08-01,Nay,Nay,party_prior baseline: 2406/5271 Yea (45.6%) across prior votes by this party in this chamber/congress,0,0,,,contested,,,,2026-08-17T09:45:41.238793+00:00,veteran,25
house_119_2nd_95,S001183,Schweikert,R,AZ,house,119,H J RES 139,Proposing an amendment to the Constitution of the United States requiring a balanced budget for the Federal Government,2026-03-18,Yea,Yea,party_prior baseline: 35106/36855 Yea (95.3%) across prior votes by this party in this chamber/congress,0,0,,,contested,,,,2026-08-17T09:45:41.238813+00:00,veteran,25
senate_113_2_248,C001035,Collins (R-ME),R,ME,senate,113,"A bill to provide an extension of Federal-aid highway, highway safety, motor car","H.R. 5021, as Amended",2014-07-29,Yea,Nay,party_prior baseline: 1796/7357 Yea (24.4%) across prior votes by this party in this chamber/congress,0,0,,,unanimous,,,,2026-08-17T09:45:41.238832+00:00,veteran,25
senate_118_1_98,W000802,Whitehouse (D-RI),D,RI,senate,118,A joint resolution providing for congressional disapproval under chapter 8 of ti,S. J. Res. 11,2023-04-26,Nay,Yea,party_prior baseline: 1596/1720 Yea (92.8%) across prior votes by this party in this chamber/congress,0,0,,,contested,,,,2026-08-17T09:45:41.238852+00:00,veteran,25
house_116_1st_118,P000608,Peters,D,CA,house,116,H R 1,For the People Act,2019-03-08,Yea,Yea,party_prior baseline: 9953/9989 Yea (99.6%) across prior votes by this party in this chamber/congress,0,0,,,contested,,,,2026-08-17T09:45:41.238871+00:00,veteran,25
house_117_1st_77,M001208,McBath,D,GA,house,117,H R 1446,Enhanced Background Checks Act of 2021,2021-03-11,Yea,Yea,party_prior baseline: 2591/2628 Yea (98.6%) across prior votes by this party in this chamber/congress,0,0,,,contested,,,,2026-08-17T09:45:41.238891+00:00,veteran,25
house_114_1st_219,J000292,Johnson (OH),R,OH,house,114,H R 1732,Regulatory Integrity Protection Act,2015-05-12,Yea,Yea,party_prior baseline: 12817/13294 Yea (96.4%) across prior votes by this party in this chamber/congress,0,0,,,contested,,,,2026-08-17T09:45:41.238911+00:00,veteran,25
senate_114_1_144,S001197,Sasse (R-NE),R,NE,senate,114,A bill to amend title XVIII of the Social Security Act to repeal the Medicare su,H.R. 2,2015-04-14,Nay,Yea,party_prior baseline: 821/891 Yea (92.1%) across prior votes by this party in this chamber/congress,0,0,,,unanimous,,,,2026-08-17T09:45:41.238930+00:00,freshman,17
house_114_1st_489,B001260,Buchanan,R,FL,house,114,H R 1994,VA Accountability Act,2015-07-29,Yea,Yea,party_prior baseline: 21488/22369 Yea (96.1%) across prior votes by this party in this chamber/congress,0,0,,,contested,,,,2026-08-17T09:45:41.238950+00:00,veteran,25
senate_115_2_124,C001098,Cruz (R-TX),R,TX,senate,115,In the nature of a substitute.,"Motion to Invoke Cloture on Amdt. No. 2282, As Modified, to H.R. 5515",2018-06-14,Yea,Yea,party_prior baseline: 7297/7597 Yea (96.1%) across prior votes by this party in this chamber/congress,0,0,,,unanimous,,,,2026-08-17T09:45:41.238970+00:00,veteran,25
house_112_2nd_460,M001165,McCarthy,R,CA,house,112,H R 6079,To repeal the Patient Protection and Affordable Care Act and health care-related provisions in the Health Care and Education Reconciliation Act 2010,2012-07-11,Yea,Yea,party_prior baseline: 39525/42072 Yea (93.9%) across prior votes by this party in this chamber/congress,0,0,,,contested,,,,2026-08-17T09:45:41.238989+00:00,veteran,25
senate_114_1_68,C001056,Cornyn (R-TX),R,TX,senate,114,A bill to approve the Keystone XL Pipeline.,"Shall the Bill S.1 Pass, Over the Objections of the President",2015-03-04,Yea,Yea,party_prior baseline: 508/574 Yea (88.5%) across prior votes by this party in this chamber/congress,0,0,,,contested,,,,2026-08-17T09:45:41.239009+00:00,veteran,25
house_116_1st_31,J000288,Johnson (GA),D,GA,house,116,H J RES 27,"Making further continuing appropriations for fiscal year 2019, and for other purposes",2019-01-15,Yea,Yea,party_prior baseline: 2759/2759 Yea (100.0%) across prior votes by this party in this chamber/congress,0,0,,,contested,,,,2026-08-17T09:45:41.239029+00:00,veteran,25
senate_113_2_250,C000542,Coats (R-IN),R,IN,senate,113,A bill making emergency supplemental appropriations for the fiscal year ending S,Motion to Invoke Cloture on the Motion to Proceed to S. 2648,2014-07-30,Nay,Nay,party_prior baseline: 1822/7442 Yea (24.5%) across prior votes by this party in this chamber/congress,0,0,,,contested,,,,2026-08-17T09:45:41.239049+00:00,veteran,25
house_117_1st_385,C001120,Crenshaw,R,TX,house,117,H R 5376,Build Back Better Act,2021-11-19,Nay,Yea,party_prior baseline: 13437/23910 Yea (56.2%) across prior votes by this party in this chamber/congress,0,0,,,contested,,,,2026-08-17T09:45:41.239068+00:00,veteran,25
senate_114_1_214,I000055,Isakson (R-GA),R,GA,senate,114,An act to authorize appropriations for fiscal year 2016 for military activities ,Motion to Invoke Cloture on H.R. 1735,2015-06-17,Yea,Yea,party_prior baseline: 1483/1687 Yea (87.9%) across prior votes by this party in this chamber/congress,0,0,,,unanimous,,,,2026-08-17T09:45:41.239088+00:00,veteran,25
house_117_2nd_362,T000486,Torres (NY),D,NY,house,117,H R 8297,Ensuring Access to Abortion Act,2022-07-15,Yea,Yea,party_prior baseline: 51991/52476 Yea (99.1%) across prior votes by this party in this chamber/congress,0,0,,,contested,,,,2026-08-17T09:45:41.239108+00:00,freshman,25
senate_115_2_62,H001046,Heinrich (D-NM),D,NM,senate,115,A bill to amend the State Department Basic Authorities Act of 1956 to include se,Motion to Invoke Cloture on the Motion to Concur in the House Amendment to the Senate Amendment to H.R. 1625,2018-03-23,Yea,Nay,party_prior baseline: 2166/5633 Yea (38.5%) across prior votes by this party in this chamber/congress,0,0,,,contested,,,,2026-08-17T09:45:41.239128+00:00,veteran,25
senate_113_2_62,B000711,Boxer (D-CA),D,CA,senate,113,A bill to provide for additional enhancements of the sexual assault prevention a,S. 1917,2014-03-10,Yea,Yea,party_prior baseline: 4640/4776 Yea (97.2%) across prior votes by this party in this chamber/congress,0,0,,,unanimous,,,,2026-08-17T09:45:41.239147+00:00,veteran,25
senate_115_1_175,C001056,Cornyn (R-TX),R,TX,senate,115,A bill to provide congressional review and to counter aggression by the Governme,H.R. 3364,2017-07-27,Yea,Yea,party_prior baseline: 2777/2796 Yea (99.3%) across prior votes by this party in this chamber/congress,0,0,,,unanimous,,,,2026-08-17T09:45:41.239168+00:00,veteran,25
senate_116_2_76,C001047,Capito (R-WV),R,WV,senate,116,A bill making emergency supplemental appropriations for the fiscal year ending S,H.R. 6201,2020-03-18,Yea,Yea,party_prior baseline: 10556/11833 Yea (89.2%) across prior votes by this party in this chamber/congress,0,0,,,unanimous,,,,2026-08-17T09:45:41.239188+00:00,veteran,25
senate_119_1_618,C001075,Cassidy (R-LA),R,LA,senate,119,"A bill making continuing appropriations and extensions for fiscal year 2026, and","H.R. 5371, As Amended",2025-11-10,Yea,Yea,party_prior baseline: 10013/10497 Yea (95.4%) across prior votes by this party in this chamber/congress,0,0,,,contested,,,,2026-08-17T09:45:41.239208+00:00,veteran,25
senate_116_2_66,M001176,Merkley (D-OR),D,OR,senate,116,A bill making emergency supplemental appropriations for the fiscal year ending S,H.R. 6074,2020-03-05,Yea,Yea,party_prior baseline: 4753/9401 Yea (50.6%) across prior votes by this party in this chamber/congress,0,0,,,unanimous,,,,2026-08-17T09:45:41.239227+00:00,veteran,25
house_116_1st_184,N000189,Newhouse,R,WA,house,116,H R 9,Climate Action Now Act,2019-05-02,Nay,Yea,party_prior baseline: 6434/10841 Yea (59.3%) across prior votes by this party in this chamber/congress,0,0,,,contested,,,,2026-08-17T09:45:41.239247+00:00,veteran,25
house_115_1st_606,E000179,Engel,D,NY,house,115,H R 3922,Community Health and Medical Professionals Improve Our Nation Act of 2017,2017-11-03,Nay,Nay,party_prior baseline: 11525/23758 Yea (48.5%) across prior votes by this party in this chamber/congress,0,0,,,contested,,,,2026-08-17T09:45:41.239267+00:00,veteran,25
house_116_1st_672,L000559,Langevin,D,RI,house,116,S 1790,National Defense Authorization Act for Fiscal Year 2020,2019-12-11,Yea,Yea,party_prior baseline: 27783/27921 Yea (99.5%) across prior votes by this party in this chamber/congress,0,0,,,unanimous,,,,2026-08-17T09:45:41.239287+00:00,veteran,25
house_114_2nd_187,S001196,Stefanik,R,NY,house,114,H R 5046,Comprehensive Opioid Abuse Reduction Act of 2016,2016-05-12,Yea,Yea,party_prior baseline: 42798/44442 Yea (96.3%) across prior votes by this party in this chamber/congress,0,0,,,unanimous,,,,2026-08-17T09:45:41.239306+00:00,freshman,25
house_115_1st_184,N000179,Napolitano,D,CA,house,115,H R 372,Competitive Health Insurance Reform Act of 2017,2017-03-22,Yea,Nay,party_prior baseline: 3651/9218 Yea (39.6%) across prior votes by this party in this chamber/congress,0,0,,,unanimous,,,,2026-08-17T09:45:41.239326+00:00,veteran,25
