vote_id,bioguide,member_name,party,state,chamber,congress,bill_number,bill_title,vote_date,true_label,predicted_label,reasoning,prompt_tokens,completion_tokens,n_tweets_raw,n_tweets_used,competitiveness,had_bill_summary,retrieval_method,mean_similarity,timestamp,proj,freshman,n_past_votes
house_116_1st_554,S001208,Slotkin (D-MI),D,MI,house,116,H R 3722,Joint Task Force to Combat Opioid Trafficking Act,2019-09-27,Yea,ERROR,DW-NOMINATE spatial rule: no cutting line estimated for this roll call,0,0,0,0,unanimous,,,,2026-08-17T09:45:51.084846+00:00,0.0,freshman,25
house_119_2nd_87,S001213,Steil,R,WI,house,119,H R 7744,"Department of Homeland Security Appropriations Act, 2026",2026-03-05,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.1140, ideal=(0.421, 0.073), midpoint=(-0.088, 0.301) -> Yea",0,0,0,0,contested,,,,2026-08-17T09:45:51.084846+00:00,-0.113991,veteran,25
house_117_2nd_70,C001116,Clyde,R,GA,house,117,H R 6968,Suspending Energy Imports from Russia Act,2022-03-09,Yea,Yea,"DW-NOMINATE spatial rule: proj=-1.0878, ideal=(0.822, -0.160), midpoint=(0.054, -0.852) -> Yea",0,0,0,0,unanimous,,,,2026-08-17T09:45:51.084846+00:00,-1.087756,freshman,25
senate_113_1_160,C001071,Corker (R-TN),R,TN,senate,113,To strengthen border security and enforcement.,Motion to Invoke Cloture on Leahy Amdt. No. 1183 As Modified,2013-06-24,Yea,Yea,"DW-NOMINATE spatial rule: proj=-1.8762, ideal=(0.395, -0.344), midpoint=(-0.004, 0.868) -> Yea",0,0,0,0,contested,,,,2026-08-17T09:45:51.084846+00:00,-1.876245,veteran,25
house_115_1st_692,D000627,Demings,D,FL,house,115,H R 1,Tax Cuts and Jobs Act,2017-12-19,Nay,Nay,"DW-NOMINATE spatial rule: proj=+1.0051, ideal=(-0.322, -0.006), midpoint=(-0.067, 0.879) -> Nay",0,0,0,0,contested,,,,2026-08-17T09:45:51.084846+00:00,1.00515,freshman,25
house_116_1st_134,L000570,Lujan (D-NM),D,NM,house,116,H R 7,Paycheck Fairness Act,2019-03-27,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.4191, ideal=(-0.381, 0.033), midpoint=(0.241, -0.247) -> Yea",0,0,0,0,contested,,,,2026-08-17T09:45:51.084846+00:00,-0.419136,veteran,25
house_116_1st_46,C001063,Cuellar,D,TX,house,116,H J RES 28,"Making further continuing appropriations for fiscal year 2019, and for other purposes",2019-01-23,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.1752, ideal=(-0.225, 0.658), midpoint=(0.157, 0.988) -> Yea",0,0,0,0,contested,,,,2026-08-17T09:45:51.084846+00:00,-0.17522,veteran,25
house_114_1st_544,C001063,Cuellar,D,TX,house,114,H R 538,Native American Energy Act,2015-10-08,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.6125, ideal=(-0.225, 0.658), midpoint=(-0.089, -0.017) -> Yea",0,0,0,0,contested,,,,2026-08-17T09:45:51.084846+00:00,-0.6125100000000001,veteran,25
house_119_1st_145,M001208,McBath,D,GA,house,119,H R 1,One Big Beautiful Act,2025-05-22,Nay,Nay,"DW-NOMINATE spatial rule: proj=+0.6683, ideal=(-0.370, 0.294), midpoint=(-0.159, 0.987) -> Nay",0,0,0,0,contested,,,,2026-08-17T09:45:51.084846+00:00,0.668313,veteran,25
house_116_1st_612,L000563,Lipinski,D,IL,house,116,H R 3537,Veteran Entrepreneurship Training Act,2019-11-13,Yea,ERROR,DW-NOMINATE spatial rule: no cutting line estimated for this roll call,0,0,0,0,unanimous,,,,2026-08-17T09:45:51.084846+00:00,0.0,veteran,25
house_112_1st_815,F000449,Fortenberry,R,NE,house,112,H R 674,To amend the Internal Revenue Code of 1986 to repeal the imposition of 3 percent withholding on certain payments made to vendors by government entities,2011-10-27,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.9950, ideal=(0.304, -0.061), midpoint=(-0.615, -0.116) -> Yea",0,0,0,0,unanimous,,,,2026-08-17T09:45:51.084846+00:00,-0.995019,veteran,25
senate_112_2_87,L000174,Leahy (D-VT),D,VT,senate,112,A bill to reauthorize the Violence Against Women Act of 1994.,S. 1925 as Amended,2012-04-26,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.1769, ideal=(-0.360, -0.121), midpoint=(0.380, -0.236) -> Yea",0,0,0,0,contested,,,,2026-08-17T09:45:51.084846+00:00,-0.1769,veteran,25
house_117_2nd_503,M001163,Matsui,D,CA,house,117,H R 7946,Veteran Service Recognition Act,2022-12-06,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.3764, ideal=(-0.433, -0.150), midpoint=(0.167, 0.296) -> Yea",0,0,0,0,contested,,,,2026-08-17T09:45:51.084846+00:00,-0.3763879999999999,veteran,25
senate_114_1_260,I000024,Inhofe (R-OK),R,OK,senate,114,"An act to authorize funds for Federal-aid highways, highway safety programs, and",H.R. 22 As Amended,2015-07-30,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.0078, ideal=(0.552, 0.045), midpoint=(0.035, 0.055) -> Yea",0,0,0,0,contested,,,,2026-08-17T09:45:51.084846+00:00,-0.007788,veteran,25
house_117_2nd_145,B001309,Burchett,R,TN,house,117,H R 7691,"Additional Ukraine Supplemental Appropriations Act, 2022",2022-05-10,Nay,Yea,"DW-NOMINATE spatial rule: proj=-0.0686, ideal=(0.663, -0.457), midpoint=(0.394, -0.735) -> Yea",0,0,0,0,unanimous,,,,2026-08-17T09:45:51.084846+00:00,-0.0686019999999999,veteran,25
senate_116_1_49,K000393,Kennedy (R-LA),R,LA,senate,116,A joint resolution relating to a national emergency declared by the President on,H.J. Res. 46,2019-03-14,Nay,Yea,"DW-NOMINATE spatial rule: proj=-1.6064, ideal=(0.558, -0.141), midpoint=(-0.199, 0.980) -> Yea",0,0,0,0,contested,,,,2026-08-17T09:45:51.084846+00:00,-1.6063620000000003,veteran,25
house_119_2nd_65,J000288,Johnson (GA),D,GA,house,119,H J RES 72,"Relating to a national emergency by the President on February 1, 2025",2026-02-11,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.2941, ideal=(-0.479, -0.054), midpoint=(0.055, 0.635) -> Yea",0,0,0,0,contested,,,,2026-08-17T09:45:51.084846+00:00,-0.294107,veteran,25
house_118_1st_124,H001058,Huizenga,R,MI,house,118,H J RES 30,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Labor relating to “Prudence and Loyalty in Selecting Plan Investments and Exercising Shareholder Rights”",2023-02-28,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.3387, ideal=(0.530, 0.060), midpoint=(-0.043, 0.236) -> Yea",0,0,0,0,contested,,,,2026-08-17T09:45:51.084846+00:00,-0.33871,veteran,25
house_115_1st_23,T000470,Tipton,R,CO,house,115,H R 26,Regulations from the Executive in Need of Scrutiny Act of 2017,2017-01-05,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.2235, ideal=(0.451, -0.023), midpoint=(-0.043, 0.076) -> Yea",0,0,0,0,contested,,,,2026-08-17T09:45:51.084846+00:00,-0.223514,veteran,25
house_116_2nd_86,C001053,Cole,R,OK,house,116,H R 6074,"Coronavirus Preparedness and Response Supplemental Appropriations Act, 2020",2020-03-04,Yea,ERROR,DW-NOMINATE spatial rule: no cutting line estimated for this roll call,0,0,0,0,unanimous,,,,2026-08-17T09:45:51.084846+00:00,0.0,veteran,25
senate_116_1_398,C001098,Cruz (R-TX),R,TX,senate,116,An original bill to authorize appropriations for fiscal year 2020 for military a,Motion to Invoke Cloture: Conference Report to Accompany S. 1790,2019-12-16,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.3382, ideal=(0.782, -0.182), midpoint=(-0.776, -0.199) -> Yea",0,0,0,0,unanimous,,,,2026-08-17T09:45:51.084846+00:00,-0.338164,veteran,25
house_115_1st_307,R000576,Ruppersberger,D,MD,house,115,S 1094,Department of Veterans Affairs Accountability and Whistleblower Protection Act,2017-06-13,Yea,Nay,"DW-NOMINATE spatial rule: proj=+0.0178, ideal=(-0.299, 0.120), midpoint=(-0.513, -0.301) -> Nay",0,0,0,0,unanimous,,,,2026-08-17T09:45:51.084846+00:00,0.0177579999999999,veteran,25
senate_119_1_535,K000377,Kelly (D-AZ),D,AZ,senate,119,"A bill making continuing appropriations and extensions for fiscal year 2026, and","Upon Reconsideration, H.R. 5371",2025-09-30,Nay,Nay,"DW-NOMINATE spatial rule: proj=+0.3563, ideal=(-0.270, 0.293), midpoint=(-0.371, 0.929) -> Nay",0,0,0,0,contested,,,,2026-08-17T09:45:51.084846+00:00,0.3562510000000001,veteran,25
house_117_2nd_128,S001213,Steil,R,WI,house,117,H R 7372,Protecting Semiconductor Supply Chain Materials from Authoritarians Act,2022-04-27,Yea,ERROR,DW-NOMINATE spatial rule: no cutting line estimated for this roll call,0,0,0,0,unanimous,,,,2026-08-17T09:45:51.084846+00:00,0.0,veteran,25
house_116_1st_214,B001282,Barr,R,KY,house,116,H R 987,MORE Health Education Act,2019-05-16,Nay,Nay,"DW-NOMINATE spatial rule: proj=+0.3475, ideal=(0.489, 0.296), midpoint=(0.160, 0.135) -> Nay",0,0,0,0,contested,,,,2026-08-17T09:45:51.084846+00:00,0.347452,veteran,25
senate_116_2_66,L000174,Leahy (D-VT),D,VT,senate,116,A bill making emergency supplemental appropriations for the fiscal year ending S,H.R. 6074,2020-03-05,Yea,ERROR,DW-NOMINATE spatial rule: no cutting line estimated for this roll call,0,0,0,0,unanimous,,,,2026-08-17T09:45:51.084846+00:00,-0.0,veteran,25
senate_112_2_196,G000359,Graham (R-SC),R,SC,senate,112,"A bill to provide limitations on United States assistance, and for other purpose",S. 3576,2012-09-22,Nay,Nay,"DW-NOMINATE spatial rule: proj=+1.4285, ideal=(0.367, -0.265), midpoint=(0.544, 0.369) -> Nay",0,0,0,0,unanimous,,,,2026-08-17T09:45:51.084846+00:00,1.428505,veteran,25
senate_114_2_151,M001111,Murray (D-WA),D,WA,senate,114,A bill making appropriations for the Legislative Branch for the fiscal year endi,H.R. 5325 As Amended,2016-09-28,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.1152, ideal=(-0.357, -0.312), midpoint=(0.211, -0.691) -> Yea",0,0,0,0,contested,,,,2026-08-17T09:45:51.084846+00:00,-0.1152049999999999,veteran,25
senate_114_2_4,C001070,Casey (D-PA),D,PA,senate,114,A bill to require that supplemental certifications and background investigations,Motion to Invoke Cloture on the Motion to Proceed to H.R. 4038,2016-01-20,Nay,Nay,"DW-NOMINATE spatial rule: proj=+0.0451, ideal=(-0.313, 0.166), midpoint=(-0.048, -0.109) -> Nay",0,0,0,0,contested,,,,2026-08-17T09:45:51.084846+00:00,0.04514,veteran,25
house_118_1st_199,C001129,Collins,R,GA,house,118,H R 2811,"Limit, Save, Grow Act",2023-04-26,Yea,Nay,"DW-NOMINATE spatial rule: proj=+0.6209, ideal=(0.680, -0.244), midpoint=(-0.205, 0.979) -> Nay",0,0,0,0,contested,,,,2026-08-17T09:45:51.084846+00:00,0.6209009999999998,freshman,25
house_116_1st_408,P000523,Price (NC),D,NC,house,116,H R 3055,"Making appropriations for the Departments of Commerce and Justice, Science, and Related Agencies for the fiscal year ending September 30, 2020, and for other purposes",2019-06-25,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.2555, ideal=(-0.343, -0.030), midpoint=(-0.009, 0.166) -> Yea",0,0,0,0,contested,,,,2026-08-17T09:45:51.084846+00:00,-0.25555,veteran,25
house_116_1st_46,G000592,Golden (ME),D,ME,house,116,H J RES 28,"Making further continuing appropriations for fiscal year 2019, and for other purposes",2019-01-23,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.1352, ideal=(-0.106, 0.387), midpoint=(0.157, 0.988) -> Yea",0,0,0,0,contested,,,,2026-08-17T09:45:51.084846+00:00,-0.135214,freshman,19
senate_113_2_250,M000639,Menendez (D-NJ),D,NJ,senate,113,A bill making emergency supplemental appropriations for the fiscal year ending S,Motion to Invoke Cloture on the Motion to Proceed to S. 2648,2014-07-30,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.2711, ideal=(-0.366, -0.126), midpoint=(0.112, 0.319) -> Yea",0,0,0,0,contested,,,,2026-08-17T09:45:51.084846+00:00,-0.271077,veteran,25
house_116_1st_39,D000628,Dunn (FL),R,FL,house,116,H R 268,"Making supplemental appropriations for the fiscal year ending September 30, 2019, and for other purposes",2019-01-16,Nay,Nay,"DW-NOMINATE spatial rule: proj=+0.3545, ideal=(0.508, 0.343), midpoint=(0.196, 0.140) -> Nay",0,0,0,0,contested,,,,2026-08-17T09:45:51.084846+00:00,0.35446,veteran,25
house_114_2nd_399,S001192,Stewart,R,UT,house,114,S 524,Comprehensive Addiction and Recovery Act of 2016,2016-07-08,Yea,ERROR,DW-NOMINATE spatial rule: no cutting line estimated for this roll call,0,0,0,0,unanimous,,,,2026-08-17T09:45:51.084846+00:00,0.0,veteran,25
house_116_2nd_238,G000377,Granger,R,TX,house,116,H R 6395,William M. (Mac) Thornberry National Defense Authorization Act,2020-12-08,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.0298, ideal=(0.403, 0.243), midpoint=(0.936, 0.353) -> Yea",0,0,0,0,unanimous,,,,2026-08-17T09:45:51.084846+00:00,-0.029781,veteran,25
senate_116_1_10,S000320,Shelby (R-AL),R,AL,senate,116,Of a perfecting nature.,Motion to Invoke Cloture on the Schumer Amdt. No. 6,2019-01-24,Nay,Nay,"DW-NOMINATE spatial rule: proj=+0.7429, ideal=(0.446, 0.570), midpoint=(0.187, 0.111) -> Nay",0,0,0,0,contested,,,,2026-08-17T09:45:51.084846+00:00,0.742931,veteran,25
house_116_2nd_182,D000631,Dean (PA),D,PA,house,116,H R 8015,Delivering for America Act,2020-08-22,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.6997, ideal=(-0.441, -0.062), midpoint=(0.270, 0.853) -> Yea",0,0,0,0,contested,,,,2026-08-17T09:45:51.084846+00:00,-0.6996600000000002,freshman,25
house_118_2nd_247,R000609,Rutherford,R,FL,house,118,H R 8580,"Military Construction, Veterans Affairs, and Related Agencies Appropriations Act, 2025",2024-06-05,Yea,Nay,"DW-NOMINATE spatial rule: proj=+0.3835, ideal=(0.433, 0.071), midpoint=(-0.254, 0.861) -> Nay",0,0,0,0,contested,,,,2026-08-17T09:45:51.084846+00:00,0.3835379999999999,veteran,25
senate_112_2_248,C000174,Carper (D-DE),D,DE,senate,112,An act making appropriations for disaster relief for the fiscal year ending Sept,H.R. 1 as Amended,2012-12-28,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.6257, ideal=(-0.179, -0.225), midpoint=(0.268, -0.478) -> Yea",0,0,0,0,contested,,,,2026-08-17T09:45:51.084846+00:00,-0.6257269999999999,veteran,25
house_116_1st_23,C001103,Carter (GA),R,GA,house,116,H R 267,"Making appropriations for the Department of Transportation, and Housing and Urban Development, and related agencies for the fiscal year ending September 30, 2019, and for other purposes",2019-01-10,Nay,Nay,"DW-NOMINATE spatial rule: proj=+0.4791, ideal=(0.556, 0.330), midpoint=(0.297, -0.080) -> Nay",0,0,0,0,contested,,,,2026-08-17T09:45:51.084846+00:00,0.4791080000000001,veteran,25
house_119_1st_145,M001163,Matsui,D,CA,house,119,H R 1,One Big Beautiful Act,2025-05-22,Nay,Nay,"DW-NOMINATE spatial rule: proj=+1.0549, ideal=(-0.433, -0.150), midpoint=(-0.159, 0.987) -> Nay",0,0,0,0,contested,,,,2026-08-17T09:45:51.084846+00:00,1.054917,veteran,25
house_115_1st_307,R000609,Rutherford,R,FL,house,115,S 1094,Department of Veterans Affairs Accountability and Whistleblower Protection Act,2017-06-13,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.1955, ideal=(0.433, 0.071), midpoint=(-0.513, -0.301) -> Yea",0,0,0,0,unanimous,,,,2026-08-17T09:45:51.084846+00:00,-0.195486,freshman,25
senate_112_2_230,S000148,Schumer (D-NY),D,NY,senate,112,In the nature of a substitute.,Motion to Invoke Cloture on the Reid Amdt. No. 3395,2012-12-21,Yea,ERROR,DW-NOMINATE spatial rule: no cutting line estimated for this roll call,0,0,0,0,unanimous,,,,2026-08-17T09:45:51.084846+00:00,-0.0,veteran,25
house_116_2nd_182,S001207,Sherrill,D,NJ,house,116,H R 8015,Delivering for America Act,2020-08-22,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.4852, ideal=(-0.234, 0.243), midpoint=(0.270, 0.853) -> Yea",0,0,0,0,contested,,,,2026-08-17T09:45:51.084846+00:00,-0.48519,freshman,25
senate_119_1_556,D000618,Daines (R-MT),R,MT,senate,119,A joint resolution providing for congressional disapproval under chapter 8 of ti,H. J. Res. 105,2025-10-08,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.3090, ideal=(0.588, -0.017), midpoint=(-0.002, -0.243) -> Yea",0,0,0,0,contested,,,,2026-08-17T09:45:51.084846+00:00,-0.308978,veteran,25
house_117_2nd_245,C001108,Comer,R,KY,house,117,H R 7910,Protecting Our Kids Act,2022-06-08,Nay,Nay,"DW-NOMINATE spatial rule: proj=+0.1134, ideal=(0.593, -0.071), midpoint=(0.115, -0.005) -> Nay",0,0,0,0,contested,,,,2026-08-17T09:45:51.084846+00:00,0.113368,veteran,25
senate_116_1_9,D000563,Durbin (D-IL),D,IL,senate,116,Of a perfecting nature.,Motion Invoke Cloture on the Shelby Amdt. No. 5,2019-01-24,Nay,Nay,"DW-NOMINATE spatial rule: proj=+1.0419, ideal=(-0.338, -0.314), midpoint=(-0.364, 0.931) -> Nay",0,0,0,0,contested,,,,2026-08-17T09:45:51.084846+00:00,1.041911,veteran,25
senate_116_1_261,T000464,Tester (D-MT),D,MT,senate,116,"A bill to amend the Balanced Budget and Emergency Deficit Control Act of 1985, t",Motion to Invoke Cloture: H.R. 3877,2019-08-01,Nay,Nay,"DW-NOMINATE spatial rule: proj=+0.0021, ideal=(-0.213, 0.153), midpoint=(0.672, -0.740) -> Nay",0,0,0,0,contested,,,,2026-08-17T09:45:51.084846+00:00,0.002141,veteran,25
house_119_2nd_95,S001183,Schweikert,R,AZ,house,119,H J RES 139,Proposing an amendment to the Constitution of the United States requiring a balanced budget for the Federal Government,2026-03-18,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.3394, ideal=(0.553, -0.219), midpoint=(0.070, -0.246) -> Yea",0,0,0,0,contested,,,,2026-08-17T09:45:51.084846+00:00,-0.33939,veteran,25
senate_113_2_248,C001035,Collins (R-ME),R,ME,senate,113,"A bill to provide an extension of Federal-aid highway, highway safety, motor car","H.R. 5021, as Amended",2014-07-29,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.2391, ideal=(0.124, -0.508), midpoint=(0.362, -0.930) -> Yea",0,0,0,0,unanimous,,,,2026-08-17T09:45:51.084846+00:00,-0.239058,veteran,25
senate_118_1_98,W000802,Whitehouse (D-RI),D,RI,senate,118,A joint resolution providing for congressional disapproval under chapter 8 of ti,S. J. Res. 11,2023-04-26,Nay,Nay,"DW-NOMINATE spatial rule: proj=+0.2682, ideal=(-0.340, -0.129), midpoint=(-0.058, 0.041) -> Nay",0,0,0,0,contested,,,,2026-08-17T09:45:51.084846+00:00,0.268248,veteran,25
house_116_1st_118,P000608,Peters,D,CA,house,116,H R 1,For the People Act,2019-03-08,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.1745, ideal=(-0.194, -0.034), midpoint=(0.060, 0.041) -> Yea",0,0,0,0,contested,,,,2026-08-17T09:45:51.084846+00:00,-0.174531,veteran,25
house_117_1st_77,M001208,McBath,D,GA,house,117,H R 1446,Enhanced Background Checks Act of 2021,2021-03-11,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.2047, ideal=(-0.370, 0.294), midpoint=(-0.043, 0.722) -> Yea",0,0,0,0,contested,,,,2026-08-17T09:45:51.084846+00:00,-0.204657,veteran,25
house_114_1st_219,J000292,Johnson (OH),R,OH,house,114,H R 1732,Regulatory Integrity Protection Act,2015-05-12,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.4912, ideal=(0.436, 0.235), midpoint=(-0.170, -0.095) -> Yea",0,0,0,0,contested,,,,2026-08-17T09:45:51.084846+00:00,-0.4912319999999999,veteran,25
senate_114_1_144,S001197,Sasse (R-NE),R,NE,senate,114,A bill to amend title XVIII of the Social Security Act to repeal the Medicare su,H.R. 2,2015-04-14,Nay,Yea,"DW-NOMINATE spatial rule: proj=-0.0681, ideal=(0.669, -0.250), midpoint=(0.701, -0.074) -> Yea",0,0,0,0,unanimous,,,,2026-08-17T09:45:51.084846+00:00,-0.0681279999999999,freshman,17
house_114_1st_489,B001260,Buchanan,R,FL,house,114,H R 1994,VA Accountability Act,2015-07-29,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.1380, ideal=(0.361, -0.076), midpoint=(-0.141, -0.050) -> Yea",0,0,0,0,contested,,,,2026-08-17T09:45:51.084846+00:00,-0.137962,veteran,25
senate_115_2_124,C001098,Cruz (R-TX),R,TX,senate,115,In the nature of a substitute.,"Motion to Invoke Cloture on Amdt. No. 2282, As Modified, to H.R. 5515",2018-06-14,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.3695, ideal=(0.782, -0.182), midpoint=(-0.673, -0.085) -> Yea",0,0,0,0,unanimous,,,,2026-08-17T09:45:51.084846+00:00,-0.369473,veteran,25
house_112_2nd_460,M001165,McCarthy,R,CA,house,112,H R 6079,To repeal the Patient Protection and Affordable Care Act and health care-related provisions in the Health Care and Education Reconciliation Act 2010,2012-07-11,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.4438, ideal=(0.453, 0.233), midpoint=(-0.032, 0.025) -> Yea",0,0,0,0,contested,,,,2026-08-17T09:45:51.084846+00:00,-0.4437879999999999,veteran,25
senate_114_1_68,C001056,Cornyn (R-TX),R,TX,senate,114,A bill to approve the Keystone XL Pipeline.,"Shall the Bill S.1 Pass, Over the Objections of the President",2015-03-04,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.2927, ideal=(0.471, -0.060), midpoint=(-0.172, -0.146) -> Yea",0,0,0,0,contested,,,,2026-08-17T09:45:51.084846+00:00,-0.29271,veteran,25
house_116_1st_31,J000288,Johnson (GA),D,GA,house,116,H J RES 27,"Making further continuing appropriations for fiscal year 2019, and for other purposes",2019-01-15,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.5712, ideal=(-0.479, -0.054), midpoint=(0.200, 0.126) -> Yea",0,0,0,0,contested,,,,2026-08-17T09:45:51.084846+00:00,-0.57118,veteran,25
senate_113_2_250,C000542,Coats (R-IN),R,IN,senate,113,A bill making emergency supplemental appropriations for the fiscal year ending S,Motion to Invoke Cloture on the Motion to Proceed to S. 2648,2014-07-30,Nay,Yea,"DW-NOMINATE spatial rule: proj=-0.1933, ideal=(0.375, -0.227), midpoint=(0.112, 0.319) -> Yea",0,0,0,0,contested,,,,2026-08-17T09:45:51.084846+00:00,-0.193286,veteran,25
house_117_1st_385,C001120,Crenshaw,R,TX,house,117,H R 5376,Build Back Better Act,2021-11-19,Nay,Nay,"DW-NOMINATE spatial rule: proj=+0.3530, ideal=(0.436, 0.254), midpoint=(-0.035, 0.191) -> Nay",0,0,0,0,contested,,,,2026-08-17T09:45:51.084846+00:00,0.3530069999999999,veteran,25
senate_114_1_214,I000055,Isakson (R-GA),R,GA,senate,114,An act to authorize appropriations for fiscal year 2016 for military activities ,Motion to Invoke Cloture on H.R. 1735,2015-06-17,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.1718, ideal=(0.402, -0.011), midpoint=(-0.438, 0.050) -> Yea",0,0,0,0,unanimous,,,,2026-08-17T09:45:51.084846+00:00,-0.171828,veteran,25
